epoch,lr-SGD,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
,0.01,0,,,,,,
0,,350,,,,,0.7825999855995178,0.7209296822547913
0,,350,,,0.6686921119689941,1.286072015762329,,
,0.01,351,,,,,,
1,,701,,,,,0.7979999780654907,0.6667163372039795
1,,701,,,0.7949830889701843,0.677431583404541,,
,0.01,702,,,,,,
2,,1052,,,,,0.8047999739646912,0.6403566002845764
2,,1052,,,0.8166399598121643,0.5956664681434631,,
,0.01,1053,,,,,,
3,,1403,,,,,0.8076000213623047,0.6361116170883179
3,,1403,,,0.83079594373703,0.5423867106437683,,
,0.01,1404,,,,,,
4,,1754,,,,,0.8065999746322632,0.6532301902770996
4,,1754,,,0.8409900069236755,0.5100675225257874,,
,0.01,1755,,,,,,
5,,2105,,,,,0.8082000017166138,0.6279652714729309
5,,2105,,,0.8464431762695312,0.49060866236686707,,
,0.01,2106,,,,,,
6,,2456,,,,,0.8087999820709229,0.6333363056182861
6,,2456,,,0.852786660194397,0.4732934534549713,,
,0.01,2457,,,,,,
7,,2807,,,,,0.8073999881744385,0.6478020548820496
7,,2807,,,0.8546118140220642,0.45857247710227966,,
,0.01,2808,,,,,,
8,,3158,,,,,0.8105999827384949,0.6515436768531799
8,,3158,,,0.8580617904663086,0.4462960660457611,,
,0.01,3159,,,,,,
9,,3509,,,,,0.807200014591217,0.6576279997825623
9,,3509,,,0.8635371923446655,0.42908233404159546,,
,0.01,3510,,,,,,
10,,3860,,,,,0.8131999969482422,0.6706435084342957
10,,3860,,,0.8667200803756714,0.4201820194721222,,
,0.01,3861,,,,,,
11,,4211,,,,,0.8051999807357788,0.672919750213623
11,,4211,,,0.8683449029922485,0.41058775782585144,,
,0.01,4212,,,,,,
12,,4562,,,,,0.8109999895095825,0.6645619869232178
12,,4562,,,0.8689236044883728,0.4054758846759796,,
,0.01,4563,,,,,,
13,,4913,,,,,0.8046000003814697,0.671850323677063
13,,4913,,,0.8700142502784729,0.4010476768016815,,
,0.01,4914,,,,,,
14,,5264,,,,,0.8022000193595886,0.6946020722389221
14,,5264,,,0.874643862247467,0.3930650055408478,,
,0.01,5265,,,,,,
15,,5615,,,,,0.8064000010490417,0.6790470480918884
15,,5615,,,0.8752003312110901,0.3849547803401947,,
,0.01,5616,,,,,,
16,,5966,,,,,0.8041999936103821,0.6896777153015137
16,,5966,,,0.8763132095336914,0.38165101408958435,,
,0.01,5967,,,,,,
17,,6317,,,,,0.8047999739646912,0.6921924352645874
17,,6317,,,0.8774706125259399,0.3793216347694397,,
,0.01,6318,,,,,,
18,,6668,,,,,0.803600013256073,0.7055432796478271
18,,6668,,,0.8793402910232544,0.3719530999660492,,
,0.01,6669,,,,,,
19,,7019,,,,,0.8086000084877014,0.703543484210968
19,,7019,,,0.8786725401878357,0.3746386170387268,,
,0.01,7020,,,,,,
20,,7370,,,,,0.8077999949455261,0.7015294432640076
20,,7370,,,0.8827902674674988,0.36287543177604675,,
21,,7371,0.8091999888420105,0.6653655171394348,,,,
